,cumulative_net_pnl
2026-03-17 09:01:05,-8419.619969009205
2026-03-17 09:01:10,-6838.426854089798
2026-03-17 09:01:15,-13900.817973779467
2026-03-17 09:02:10,-93011.11299418774
2026-03-17 09:02:15,-115530.35485847818
2026-03-17 09:02:20,-263108.12215001625
2026-03-17 09:04:30,-341428.49815001624
2026-03-17 09:04:35,-346621.3635598508
2026-03-17 09:06:00,-248928.09797006217
2026-03-17 09:06:15,-264161.5166901272
2026-03-17 09:06:35,-263435.8572975116
2026-03-17 09:06:40,-267187.463984498
2026-03-17 09:07:30,-336037.67397268896
2026-03-17 09:13:25,-417558.104034038
2026-03-17 09:13:55,-457321.0791119196
2026-03-17 09:14:00,-490773.70221222343
2026-03-17 09:14:05,-501142.1284584699
2026-03-17 09:16:05,-589653.7241594039
2026-03-17 09:16:15,-709770.8348989531
2026-03-17 09:17:05,-780174.0941230906
2026-03-17 09:17:10,-781445.6537144386
2026-03-17 09:25:25,-888986.5091689843
2026-03-17 09:25:30,-933853.798734633
2026-03-17 09:30:25,-943015.4169068038
2026-03-17 09:30:30,-958137.8334649438
2026-03-17 09:30:35,-959648.7108006238
2026-03-17 09:30:45,-974495.1451642588
2026-03-17 09:35:40,-1064268.021060673
2026-03-17 09:35:45,-1074894.7865499186
2026-03-17 09:35:55,-1173288.1856373742
2026-03-17 09:40:00,-1192613.382786655
2026-03-17 09:40:05,-1204340.9576779588
2026-03-17 09:40:10,-1216157.358692996
2026-03-17 09:40:15,-1229463.8300787632
2026-03-17 09:40:35,-1240966.1019727027
2026-03-17 09:48:50,-1302246.9182058852
2026-03-17 09:53:45,-1375890.9249633108
2026-03-17 09:53:50,-1429847.368263311
2026-03-17 09:53:55,-1451209.0237387707
2026-03-17 09:56:15,-1475758.325828233
2026-03-17 09:56:20,-1495913.6699608832
2026-03-17 10:10:00,-1499804.212640678
2026-03-17 10:10:05,-1523457.184453529
2026-03-17 10:10:10,-1547808.0419231832
2026-03-17 10:10:15,-1552289.9769327447
2026-03-17 10:10:20,-1560820.5210387048
2026-03-17 10:10:25,-1566320.935800218
2026-03-17 10:10:30,-1577749.021046118
2026-03-17 10:10:35,-1581334.213391395
2026-03-17 10:14:10,-1629991.3207315484
2026-03-17 10:15:00,-1660790.8868544868
2026-03-17 10:16:25,-1701036.1368421318
2026-03-17 10:16:30,-1702038.534966119
2026-03-17 10:18:50,-1788167.4289561019
2026-03-17 10:18:55,-1795272.1578591336
2026-03-17 10:20:00,-1837619.330326666
2026-03-17 10:22:45,-1853456.3561014463
2026-03-17 10:34:45,-1868330.1805587816
2026-03-17 10:35:50,-1876614.5109074344
2026-03-17 10:35:55,-1880502.8220780692
2026-03-17 10:55:00,-1888514.6071708763
2026-03-17 10:55:05,-1896524.6689185617
2026-03-17 10:55:10,-1904534.7306662472
2026-03-17 10:55:15,-1908354.501939449
2026-03-17 10:55:20,-1939621.943322803
2026-03-17 10:55:25,-1942853.5332878763
2026-03-17 10:59:45,-2011246.1554155357
